session_id,timestamp,state,fault_type,battery_pct,brush_rpm,pump_pressure_bar,tank_level_L,motor_temp_C,current_draw_A
1,2026-05-01 07:06:35,CLEANING,,92.51,994,2.52,19.67,30.14,7.55
1,2026-05-01 07:06:40,CLEANING,,92.75,990,2.48,19.72,29.88,7.22
1,2026-05-01 07:06:45,CLEANING,,92.38,996,2.52,19.82,31.08,7.47
1,2026-05-01 07:06:50,CLEANING,,92.51,980,2.5,19.62,30.86,7.33
1,2026-05-01 07:06:55,CLEANING,,92.6,1031,2.49,19.67,31.1,7.42
1,2026-05-01 07:07:00,CLEANING,,92.43,1000,2.5,19.52,30.81,7.6
1,2026-05-01 07:07:05,CLEANING,,92.72,1019,2.61,19.5,31.29,7.54
1,2026-05-01 07:07:10,CLEANING,,92.86,984,2.46,19.49,29.84,7.39
1,2026-05-01 07:07:15,CLEANING,,91.89,1003,2.52,19.71,31.43,7.38
1,2026-05-01 07:07:20,CLEANING,,91.77,1010,2.43,19.68,31.59,7.41
1,2026-05-01 07:07:25,CLEANING,,91.45,1027,2.49,19.6,30.25,7.38
1,2026-05-01 07:07:30,CLEANING,,91.88,1001,2.48,19.51,30.57,7.47
1,2026-05-01 07:07:35,CLEANING,,91.84,1010,2.54,19.31,30.38,7.76
1,2026-05-01 07:07:40,CLEANING,,91.82,985,2.58,19.41,31.79,7.51
1,2026-05-01 07:07:45,CLEANING,,92.26,1035,2.49,19.47,31.57,7.77
1,2026-05-01 07:07:50,CLEANING,,91.27,1014,2.55,19.17,30.71,7.09
1,2026-05-01 07:07:55,CLEANING,,91.4,1014,2.58,19.33,32.16,7.22
1,2026-05-01 07:08:00,CLEANING,,90.89,999,2.52,19.3,30.37,7.48
1,2026-05-01 07:08:05,CLEANING,,90.93,1013,2.52,19.18,31.19,7.29
1,2026-05-01 07:08:10,CLEANING,,91.22,1019,2.45,19.3,31.23,7.34
1,2026-05-01 07:08:15,CLEANING,,91.13,979,2.47,19.11,32.53,7.51
1,2026-05-01 07:08:20,CLEANING,,90.87,1004,2.49,19.18,31.91,7.65
1,2026-05-01 07:08:25,CLEANING,,90.84,988,2.49,18.94,30.89,7.77
1,2026-05-01 07:08:30,CLEANING,,91.41,995,2.53,19.18,33.24,7.72
1,2026-05-01 07:08:35,CLEANING,,90.8,981,2.42,19.15,31.37,7.22
1,2026-05-01 07:08:40,CLEANING,,90.57,978,2.58,19.19,31.8,7.8
1,2026-05-01 07:08:45,CLEANING,,90.7,983,2.58,19.13,31.33,7.46
1,2026-05-01 07:08:50,CLEANING,,90.34,972,2.55,19.24,31.2,7.61
1,2026-05-01 07:08:55,CLEANING,,90.32,990,2.47,18.94,31.97,7.33
1,2026-05-01 07:09:00,CLEANING,,90.52,999,2.49,18.91,31.71,7.65
1,2026-05-01 07:09:05,CLEANING,,90.51,980,2.5,19.05,31.22,7.61
1,2026-05-01 07:09:10,CLEANING,,90.08,1011,2.46,18.77,31.29,7.51
1,2026-05-01 07:09:15,CLEANING,,90.28,982,2.53,18.76,32.12,7.26
1,2026-05-01 07:09:20,CLEANING,,89.92,1001,2.46,18.86,32.7,7.38
1,2026-05-01 07:09:25,CLEANING,,90.29,977,2.53,19.02,31.01,7.34
1,2026-05-01 07:09:30,CLEANING,,90.13,996,2.52,18.79,32.34,7.47
1,2026-05-01 07:09:35,CLEANING,,90.23,1005,2.52,18.78,32.11,7.41
1,2026-05-01 07:09:40,CLEANING,,89.92,992,2.51,19.01,32.84,7.43
1,2026-05-01 07:09:45,CLEANING,,90.08,992,2.4,18.67,31.51,7.43
1,2026-05-01 07:09:50,CLEANING,,89.65,1034,2.52,18.73,32.91,7.06
1,2026-05-01 07:09:55,CLEANING,,89.63,1015,2.43,18.84,32.72,7.42
1,2026-05-01 07:10:00,CLEANING,,89.67,1045,2.51,18.72,32.37,7.33
1,2026-05-01 07:10:05,CLEANING,,89.65,983,2.5,18.63,32.89,7.57
1,2026-05-01 07:10:10,CLEANING,,89.63,990,2.49,18.55,32.48,7.58
1,2026-05-01 07:10:15,CLEANING,,89.47,982,2.54,18.76,32.96,7.88
1,2026-05-01 07:10:20,CLEANING,,88.93,975,2.41,18.75,33.13,7.49
1,2026-05-01 07:10:25,CLEANING,,89.16,977,2.62,18.59,32.9,7.65
1,2026-05-01 07:10:30,CLEANING,,89.14,1004,2.46,18.6,33.84,7.77
1,2026-05-01 07:10:35,CLEANING,,89.4,990,2.45,18.51,32.98,7.72
1,2026-05-01 07:10:40,CLEANING,,88.33,1031,2.49,18.46,32.49,7.17
1,2026-05-01 07:10:45,NAVIGATING,,89.05,0,0.0,18.51,32.26,4.24
1,2026-05-01 07:10:50,NAVIGATING,,88.66,0,0.0,18.67,32.67,4.2
1,2026-05-01 07:10:55,NAVIGATING,,88.65,0,0.0,18.47,31.35,4.49
1,2026-05-01 07:11:00,NAVIGATING,,88.61,0,0.0,18.57,33.52,4.73
1,2026-05-01 07:11:05,NAVIGATING,,88.56,0,0.0,18.39,33.79,4.51
1,2026-05-01 07:11:10,NAVIGATING,,88.6,0,0.0,18.5,32.5,4.47
1,2026-05-01 07:11:15,NAVIGATING,,88.39,0,0.0,18.45,32.28,4.39
1,2026-05-01 07:11:20,NAVIGATING,,88.31,0,0.0,18.51,32.07,4.8
1,2026-05-01 07:11:25,NAVIGATING,,87.68,0,0.0,18.61,32.72,4.09
1,2026-05-01 07:11:30,CLEANING,,88.3,993,2.43,18.4,31.59,7.85
1,2026-05-01 07:11:35,CLEANING,,88.6,1025,2.54,18.34,31.94,7.6
1,2026-05-01 07:11:40,CLEANING,,87.87,1014,2.49,18.39,32.61,7.59
1,2026-05-01 07:11:45,CLEANING,,88.05,1023,2.45,18.46,32.6,7.44
1,2026-05-01 07:11:50,CLEANING,,88.18,975,2.55,18.36,32.09,7.71
1,2026-05-01 07:11:55,CLEANING,,87.79,972,2.42,18.41,31.76,7.85
1,2026-05-01 07:12:00,CLEANING,,87.3,1034,2.51,18.32,32.18,7.58
1,2026-05-01 07:12:05,CLEANING,,87.83,1022,2.51,18.32,32.32,7.49
1,2026-05-01 07:12:10,CLEANING,,87.85,966,2.43,18.35,32.64,7.46
1,2026-05-01 07:12:15,CLEANING,,87.69,1007,2.47,18.17,32.7,7.3
1,2026-05-01 07:12:20,CLEANING,,87.72,966,2.55,18.27,32.78,7.7
1,2026-05-01 07:12:25,CLEANING,,88.02,1020,2.41,18.07,32.39,7.51
1,2026-05-01 07:12:30,CLEANING,,87.6,985,2.51,18.1,32.44,7.22
1,2026-05-01 07:12:35,CLEANING,,87.08,973,2.45,18.26,32.33,8.03
1,2026-05-01 07:12:40,CLEANING,,87.43,1004,2.46,18.2,32.56,7.52
1,2026-05-01 07:12:45,CLEANING,,87.97,998,2.56,18.03,32.88,7.85
1,2026-05-01 07:12:50,CLEANING,,86.93,1036,2.54,18.02,33.27,7.69
1,2026-05-01 07:12:55,CLEANING,,87.23,969,2.46,18.03,32.96,7.62
1,2026-05-01 07:13:00,CLEANING,,87.01,973,2.52,18.09,33.33,7.72
1,2026-05-01 07:13:05,CLEANING,,87.13,1009,2.5,17.83,33.31,7.54
1,2026-05-01 07:13:10,CLEANING,,86.88,974,2.45,18.08,33.13,7.64
1,2026-05-01 07:13:15,CLEANING,,86.73,1001,2.55,17.9,33.25,7.41
1,2026-05-01 07:13:20,CLEANING,,86.51,994,2.51,17.88,33.88,7.32
1,2026-05-01 07:13:25,CLEANING,,86.5,991,2.57,17.92,33.82,7.2
1,2026-05-01 07:13:30,CLEANING,,86.56,1018,2.5,17.98,33.09,7.78
1,2026-05-01 07:13:35,CLEANING,,87.09,993,2.48,18.0,34.19,7.4
1,2026-05-01 07:13:40,CLEANING,,86.19,994,2.43,17.73,32.95,7.35
1,2026-05-01 07:13:45,CLEANING,,86.23,1005,2.58,17.7,33.99,7.46
1,2026-05-01 07:13:50,CLEANING,,86.15,1013,2.44,17.81,33.63,7.6
1,2026-05-01 07:13:55,CLEANING,,86.17,1049,2.47,17.7,33.29,7.39
1,2026-05-01 07:14:00,CLEANING,,85.81,1024,2.57,17.67,33.23,7.59
1,2026-05-01 07:14:05,CLEANING,,85.75,1013,2.51,17.55,34.47,7.86
1,2026-05-01 07:14:10,CLEANING,,85.66,992,2.51,17.71,34.08,7.9
1,2026-05-01 07:14:15,CLEANING,,85.71,984,2.43,17.58,33.78,7.86
1,2026-05-01 07:14:20,CLEANING,,85.52,1004,2.5,17.74,35.11,7.39
1,2026-05-01 07:14:25,CLEANING,,85.45,1021,2.53,17.78,34.19,7.43
1,2026-05-01 07:14:30,CLEANING,,85.7,1022,2.54,17.63,34.48,7.73
1,2026-05-01 07:14:35,CLEANING,,85.85,1013,2.49,17.56,34.6,7.34
1,2026-05-01 07:14:40,CLEANING,,85.47,992,2.5,17.65,34.15,7.51
1,2026-05-01 07:14:45,CLEANING,,84.87,1015,2.53,17.72,33.95,7.54
1,2026-05-01 07:14:50,CLEANING,,85.27,1032,2.5,17.5,34.45,7.54
1,2026-05-01 07:14:55,CLEANING,,84.99,1004,2.55,17.35,34.27,7.36
1,2026-05-01 07:15:00,CLEANING,,85.4,970,2.47,17.46,35.03,7.49
1,2026-05-01 07:15:05,CLEANING,,84.79,1038,2.43,17.18,34.52,7.4
1,2026-05-01 07:15:10,CLEANING,,84.57,1014,2.51,17.32,33.71,7.67
1,2026-05-01 07:15:15,CLEANING,,85.0,998,2.59,17.24,33.64,7.36
1,2026-05-01 07:15:20,CLEANING,,84.71,1005,2.49,17.36,33.82,7.79
1,2026-05-01 07:15:25,CLEANING,,84.62,1022,2.52,17.35,34.78,7.59
1,2026-05-01 07:15:30,CLEANING,,84.75,1027,2.51,17.35,34.51,7.79
1,2026-05-01 07:15:35,CLEANING,,84.28,1036,2.5,17.11,34.66,7.36
1,2026-05-01 07:15:40,CLEANING,,84.65,987,2.48,17.04,34.42,7.02
1,2026-05-01 07:15:45,CLEANING,,83.84,1015,2.54,17.24,34.22,7.49
1,2026-05-01 07:15:50,CLEANING,,84.24,977,2.58,17.26,34.64,7.51
1,2026-05-01 07:15:55,CLEANING,,84.22,959,2.49,17.08,34.3,7.44
1,2026-05-01 07:16:00,CLEANING,,84.62,1013,2.47,17.18,35.55,7.68
1,2026-05-01 07:16:05,CLEANING,,84.02,987,2.53,17.14,35.35,7.63
1,2026-05-01 07:16:10,CLEANING,,84.23,989,2.57,17.09,35.99,7.36
1,2026-05-01 07:16:15,CLEANING,,84.36,1004,2.47,17.0,34.84,7.58
1,2026-05-01 07:16:20,CLEANING,,83.92,989,2.5,17.24,35.91,7.59
1,2026-05-01 07:16:25,CLEANING,,83.69,1002,2.53,16.9,34.97,7.17
1,2026-05-01 07:16:30,NAVIGATING,,83.76,0,0.0,17.06,34.76,4.81
1,2026-05-01 07:16:35,NAVIGATING,,83.23,0,0.0,16.85,35.01,4.71
1,2026-05-01 07:16:40,NAVIGATING,,84.07,0,0.0,16.95,35.34,4.49
1,2026-05-01 07:16:45,NAVIGATING,,83.47,0,0.0,17.09,35.03,4.18
1,2026-05-01 07:16:50,NAVIGATING,,83.92,0,0.0,17.14,34.29,4.58
1,2026-05-01 07:16:55,NAVIGATING,,83.59,0,0.0,17.03,34.22,4.37
1,2026-05-01 07:17:00,NAVIGATING,,83.39,0,0.0,17.12,34.67,4.43
1,2026-05-01 07:17:05,NAVIGATING,,83.59,0,0.0,16.72,34.87,4.15
1,2026-05-01 07:17:10,NAVIGATING,,83.21,0,0.0,16.89,33.55,4.73
1,2026-05-01 07:17:15,CLEANING,,83.1,1007,2.5,17.02,34.29,7.24
1,2026-05-01 07:17:20,CLEANING,,83.46,990,2.42,16.91,35.05,7.67
1,2026-05-01 07:17:25,CLEANING,,82.98,993,2.48,17.13,34.54,7.59
1,2026-05-01 07:17:30,CLEANING,,83.31,1005,2.49,16.88,34.36,7.49
1,2026-05-01 07:17:35,CLEANING,,83.14,1001,2.54,16.87,34.49,7.1
1,2026-05-01 07:17:40,CLEANING,,83.11,1007,2.55,16.56,35.54,7.47
1,2026-05-01 07:17:45,CLEANING,,83.09,979,2.53,16.72,34.24,7.88
1,2026-05-01 07:17:50,CLEANING,,82.62,1004,2.54,16.85,34.68,7.57
1,2026-05-01 07:17:55,CLEANING,,83.32,999,2.51,16.88,35.2,7.74
1,2026-05-01 07:18:00,CLEANING,,82.71,977,2.58,16.64,34.85,7.35
1,2026-05-01 07:18:05,CLEANING,,82.42,1007,2.52,16.77,35.56,7.59
1,2026-05-01 07:18:10,CLEANING,,82.29,1019,2.56,16.58,35.1,7.64
1,2026-05-01 07:18:15,CLEANING,,82.19,1028,2.49,16.69,34.76,7.5
1,2026-05-01 07:18:20,CLEANING,,81.87,971,2.58,16.57,34.4,7.07
1,2026-05-01 07:18:25,CLEANING,,81.93,974,2.58,16.73,34.61,7.95
1,2026-05-01 07:18:30,CLEANING,,82.33,994,2.38,16.83,34.31,7.17
1,2026-05-01 07:18:35,CLEANING,,82.27,1049,2.57,16.63,35.35,7.67
1,2026-05-01 07:18:40,CLEANING,,82.11,1006,2.51,16.54,34.72,7.44
1,2026-05-01 07:18:45,CLEANING,,81.29,998,2.45,16.41,35.24,7.78
1,2026-05-01 07:18:50,CLEANING,,82.0,969,2.45,16.59,34.71,7.46
1,2026-05-01 07:18:55,CLEANING,,81.81,981,2.51,16.34,34.95,7.56
1,2026-05-01 07:19:00,CLEANING,,81.08,1009,2.5,16.51,35.41,7.77
1,2026-05-01 07:19:05,CLEANING,,81.52,991,2.51,16.48,35.37,7.51
1,2026-05-01 07:19:10,CLEANING,,81.19,987,2.43,16.57,34.78,7.36
1,2026-05-01 07:19:15,CLEANING,,81.1,1018,2.49,16.5,35.11,7.56
1,2026-05-01 07:19:20,CLEANING,,80.99,1043,2.44,16.38,35.82,7.58
1,2026-05-01 07:19:25,CLEANING,,81.1,997,2.5,16.31,36.03,7.94
1,2026-05-01 07:19:30,CLEANING,,80.91,973,2.5,16.56,35.2,7.83
1,2026-05-01 07:19:35,CLEANING,,81.5,989,2.53,16.44,35.46,7.46
1,2026-05-01 07:19:40,CLEANING,,80.75,980,2.47,16.13,35.72,7.35
1,2026-05-01 07:19:45,CLEANING,,80.91,969,2.52,16.31,34.75,7.57
1,2026-05-01 07:19:50,CLEANING,,81.13,976,2.58,16.24,35.45,7.49
1,2026-05-01 07:19:55,CLEANING,,80.85,1002,2.53,16.08,35.93,7.22
1,2026-05-01 07:20:00,CLEANING,,80.57,982,2.46,16.27,36.45,7.62
1,2026-05-01 07:20:05,CLEANING,,80.19,994,2.56,16.14,37.11,7.58
1,2026-05-01 07:20:10,CLEANING,,80.5,994,2.51,16.08,36.35,7.69
1,2026-05-01 07:20:15,CLEANING,,80.12,973,2.41,16.13,35.5,7.07
1,2026-05-01 07:20:20,CLEANING,,80.4,1050,2.5,16.13,36.14,7.48
1,2026-05-01 07:20:25,CLEANING,,80.48,994,2.51,16.06,35.82,7.7
1,2026-05-01 07:20:30,CLEANING,,80.07,985,2.53,15.91,36.21,7.5
1,2026-05-01 07:20:35,CLEANING,,80.37,1009,2.5,16.06,36.95,7.61
1,2026-05-01 07:20:40,CLEANING,,79.96,974,2.45,15.92,36.0,7.46
1,2026-05-01 07:20:45,CLEANING,,79.9,1011,2.5,15.97,36.38,7.1
1,2026-05-01 07:20:50,CLEANING,,79.52,997,2.44,15.96,37.17,7.74
1,2026-05-01 07:20:55,CLEANING,,79.66,1030,2.51,15.84,36.14,7.44
1,2026-05-01 07:21:00,CLEANING,,79.52,1003,2.51,15.85,36.72,7.74
1,2026-05-01 07:21:05,CLEANING,,79.84,970,2.37,15.92,35.87,7.46
1,2026-05-01 07:21:10,CLEANING,,79.13,964,2.53,15.88,36.31,6.98
1,2026-05-01 07:21:15,CLEANING,,79.24,1008,2.43,15.79,36.64,7.62
1,2026-05-01 07:21:20,CLEANING,,79.36,981,2.56,15.73,36.69,7.31
1,2026-05-01 07:21:25,CLEANING,,79.11,982,2.49,15.9,36.06,7.18
1,2026-05-01 07:21:30,CLEANING,,79.6,996,2.47,15.8,36.5,7.87
1,2026-05-01 07:21:35,CLEANING,,79.28,990,2.61,15.61,37.22,7.56
1,2026-05-01 07:21:40,CLEANING,,79.39,1031,2.5,15.57,37.13,7.36
1,2026-05-01 07:21:45,CLEANING,,79.52,1003,2.48,15.64,36.28,7.31
1,2026-05-01 07:21:50,CLEANING,,79.2,987,2.45,15.65,37.59,7.64
1,2026-05-01 07:21:55,CLEANING,,79.06,985,2.43,15.73,36.89,7.45
1,2026-05-01 07:22:00,CLEANING,,79.08,1011,2.52,15.77,36.78,7.69
1,2026-05-01 07:22:05,CLEANING,,78.62,1005,2.58,15.58,37.42,7.71
1,2026-05-01 07:22:10,CLEANING,,78.41,983,2.45,15.3,38.23,7.28
1,2026-05-01 07:22:15,RETURNING,,78.41,0,0.0,15.47,37.25,4.16
1,2026-05-01 07:22:20,RETURNING,,78.7,0,0.0,15.44,36.92,4.06
1,2026-05-01 07:22:25,RETURNING,,78.33,0,0.0,15.66,37.15,4.15
1,2026-05-01 07:22:30,RETURNING,,78.56,0,0.0,15.62,36.89,3.74
1,2026-05-01 07:22:35,RETURNING,,78.44,0,0.0,15.43,36.44,4.12
1,2026-05-01 07:22:40,RETURNING,,78.65,0,0.0,15.5,36.75,4.34
1,2026-05-01 07:22:45,RETURNING,,78.31,0,0.0,15.76,36.78,3.65
1,2026-05-01 07:22:50,RETURNING,,78.43,0,0.0,15.54,37.04,4.13
1,2026-05-01 07:22:55,RETURNING,,78.12,0,0.0,15.38,36.2,3.83
1,2026-05-01 07:23:00,RETURNING,,77.95,0,0.0,15.56,37.03,4.08
1,2026-05-01 07:23:05,RETURNING,,77.72,0,0.0,15.54,36.7,3.88
1,2026-05-01 07:23:10,RETURNING,,78.0,0,0.0,15.5,35.61,4.13
1,2026-05-01 07:23:15,RETURNING,,77.96,0,0.0,15.54,35.46,3.91
1,2026-05-01 07:23:20,RETURNING,,78.18,0,0.0,15.46,36.66,3.92
1,2026-05-01 07:23:25,RETURNING,,77.99,0,0.0,15.59,34.99,3.65
1,2026-05-01 07:23:30,RETURNING,,77.42,0,0.0,15.63,35.32,4.51
1,2026-05-01 07:23:35,RETURNING,,77.67,0,0.0,15.52,36.27,4.4
1,2026-05-01 07:23:40,RETURNING,,78.42,0,0.0,15.62,35.91,4.12
1,2026-05-01 07:23:45,CHARGING,,78.18,0,0.0,15.44,34.89,2.0
1,2026-05-01 07:23:50,CHARGING,,78.05,0,0.0,15.45,35.55,2.19
1,2026-05-01 07:23:55,CHARGING,,78.28,0,0.0,15.65,34.53,1.96
1,2026-05-01 07:24:00,CHARGING,,78.18,0,0.0,15.31,34.96,1.98
1,2026-05-01 07:24:05,CHARGING,,79.0,0,0.0,15.56,34.39,2.37
1,2026-05-01 07:24:10,CHARGING,,79.07,0,0.0,15.56,34.69,1.81
1,2026-05-01 07:24:15,CHARGING,,78.74,0,0.0,15.61,35.64,2.31
1,2026-05-01 07:24:20,CHARGING,,78.85,0,0.0,15.39,34.67,1.65
1,2026-05-01 07:24:25,CHARGING,,79.25,0,0.0,15.49,34.27,1.68
1,2026-05-01 07:24:30,CHARGING,,79.45,0,0.0,15.45,33.82,1.43
1,2026-05-01 07:24:35,CHARGING,,79.44,0,0.0,15.68,35.13,1.91
1,2026-05-01 07:24:40,CHARGING,,79.42,0,0.0,15.55,33.7,2.06
1,2026-05-01 07:24:45,CHARGING,,79.98,0,0.0,15.62,34.05,1.96
1,2026-05-01 07:24:50,CHARGING,,79.64,0,0.0,15.42,33.89,2.07
1,2026-05-01 07:24:55,CHARGING,,80.32,0,0.0,15.42,34.65,1.95
1,2026-05-01 07:25:00,CHARGING,,80.19,0,0.0,15.43,32.59,2.18
1,2026-05-01 07:25:05,CHARGING,,80.57,0,0.0,15.47,33.73,2.1
1,2026-05-01 07:25:10,CHARGING,,80.03,0,0.0,15.45,34.0,1.75
1,2026-05-01 07:25:15,CHARGING,,80.74,0,0.0,15.36,33.73,1.99
1,2026-05-01 07:25:20,CHARGING,,80.32,0,0.0,15.62,33.03,1.84
1,2026-05-01 07:25:25,CHARGING,,81.01,0,0.0,15.61,32.79,2.01
1,2026-05-01 07:25:30,CHARGING,,81.23,0,0.0,15.57,33.29,1.93
1,2026-05-01 07:25:35,CHARGING,,81.0,0,0.0,15.51,32.56,1.42
1,2026-05-01 07:25:40,CHARGING,,81.53,0,0.0,15.59,31.82,1.8
2,2026-05-01 07:00:00,CHARGING,,85.34,0,0.0,20.21,30.01,1.85
2,2026-05-01 07:00:05,CHARGING,,85.25,0,0.0,20.14,29.68,1.84
2,2026-05-01 07:00:10,CHARGING,,85.31,0,0.0,19.9,30.06,2.32
